text,label
Urocit-K (potassium citrate) interacts with amitriptyline,1
Luxiq (betamethasone topical) interacts with miglitol,1
Ultram ER (tramadol) interacts with denosumab,0
Zyprexa (Olanzapine) interacts with teriparatide,0
Estradiol (estradiol oral) interacts with anastrozole,1
Xyzal (levocetirizine) interacts with levetiracetam (oral/injection),0
Metformin (metformin) interacts with desvenlafaxine,0
Uptravi (selexipag (oral/injection)) interacts with teriflunomide,1
Fluocinonide (fluocinonide topical) interacts with insulin zinc extended,1
AndroGel (testosterone topical) interacts with pazopanib,1
Metformin (metformin) interacts with dolutegravir,1
Loratadine (loratadine) interacts with ibrutinib,0
Dilaudid (hydromorphone (oral)) interacts with niacin (nicotinic acid),0
Hydrochlorothiazide and losartan (hydrochlorothiazide and losartan) interacts with triamterene,1
Welchol (colesevelam) interacts with atorvastatin,0
Glipizide and metformin (glipizide and metformin) interacts with clozapine,0
Dayvigo (lemborexant) interacts with nalbuphine,1
Fenofibrate (fenofibrate) interacts with diclofenac,0
Zinc sulfate (zinc sulfate) interacts with oxidronate,1
Coumadin (warfarin (oral)) interacts with aspirin (oral),0
Ticagrelor (ticagrelor) interacts with ruxolitinib,1
"Toprol-XL (metoprolol succinate tablet, extended release) interacts with aminophylline",1
Fentanyl (fentanyl) interacts with atazanavir,1
Sinemet (carbidopa and levodopa) interacts with carisoprodol,0
Darzalex (daratumumab) interacts with golimumab,1
Vraylar (cariprazine) interacts with methadone,1
Codeine (codeine) interacts with mephobarbital,1
Qulipta (atogepant) interacts with lorlatinib,1
Vyndamax (tafamidis) interacts with glucosamine,0
Winrevair (sotatercept) interacts with enoxaparin,0
Tradjenta (linagliptin) interacts with fludrocortisone,1
"Humulin R (Concentrated) (U-500) (insulin regular, concentrated (U-500)) interacts with perindopril",1
Hydroxyurea (hydroxyurea) interacts with golimumab,1
Zomig (zolmitriptan (oral)) interacts with mirtazapine,0
Ublituximab (ublituximab) interacts with sulfasalazine,0
Xcopri (cenobamate) interacts with zoledronic acid,0
Lurasidone (lurasidone) interacts with naproxen,0
Ilumya (tildrakizumab) interacts with zoster vaccine live,1
Zoloft (sertraline) interacts with insulin glargine,0
Zolmitriptan (zolmitriptan (oral)) interacts with hydralazine,0
Effexor (venlafaxine) interacts with Bevacizumab,0
Tamsulosin (tamsulosin) interacts with telithromycin,1
Pseudoephedrine (pseudoephedrine) interacts with montelukast,0
Vraylar (cariprazine) interacts with nelfinavir,1
Rapamune (sirolimus) interacts with montelukast,0
Cipro (ciprofloxacin (oral)) interacts with dofetilide,1
Provenge (sipuleucel-T) interacts with loncastuximab tesirine,1
NAC (acetylcysteine (oral)) interacts with chlorpheniramine,0
Rivaroxaban (rivaroxaban) interacts with ocrelizumab,0
Nexium (esomeprazole magnesium (oral)) interacts with oxcarbazepine,1
Senna (senna) interacts with sertraline,1
Nifedipine (nifedipine) interacts with primidone,1
Temazepam (temazepam) interacts with mirtazapine,0
Pioglitazone (pioglitazone (oral)) interacts with loncastuximab tesirine,1
Sucralfate (sucralfate (oral)) interacts with citalopram,0
Ranolazine (ranolazine) interacts with hydrocodone (oral),0
Sabril (vigabatrin) interacts with hydroxyquinoline topical,1
Ferrous gluconate (ferrous gluconate) interacts with nan,0
Erleada (apalutamide) interacts with latanoprost ophthalmic,0
Nebivolol (nebivolol) interacts with ampicillin and sulbactam,0
Linzess (linaclotide) interacts with desvenlafaxine,0
Syfovre (pegcetacoplan) interacts with ibuprofen,0
Adderall (amphetamine and dextroamphetamine) interacts with trazodone,0
Yasmin (drospirenone and ethinyl estradiol) interacts with spesolimab-sbzo,0
Xelstrym (dextroamphetamine) interacts with carvedilol,0
Amoxicillin (amoxicillin) interacts with bethanechol,0
Entecavir (entecavir) interacts with insulin aspart,0
Zantac (ranitidine) interacts with lasmiditan,1
Lofexidine (lofexidine) interacts with spesolimab-sbzo,0
Diphenhydramine (diphenhydramine) interacts with lorlatinib,0
Xeloda (capecitabine) interacts with leuprolide,0
Ketalar (ketamine) interacts with tramadol,1
Jadenu (deferasirox) interacts with levoketoconazole,1
Kadcyla (ado-trastuzumab emtansine) interacts with calcium carbonate,0
Eliquis (apixaban) interacts with antithrombin (recombinant),1
Mesalamine (mesalamine) interacts with tazarotene topical,0
Nilutamide (nilutamide) interacts with pasireotide,1
Trazodone (trazodone) interacts with metrizamide,1
Labetalol (labetalol (oral/injection)) interacts with mirtazapine,0
Calcitriol (calcitriol (oral/injection)) interacts with calcifediol,1
Sernivo Spray (betamethasone diproprionate 0.05%) interacts with semaglutide,1
Amlodipine (amlodipine) interacts with promazine,1
Joenja (leniolisib) interacts with clonazepam,0
Budesonide (oral) (budesonide) interacts with cariprazine,0
Icosapent (icosapent) interacts with ardeparin,1
Sinemet (carbidopa and levodopa) interacts with ferric carboxymaltose injection,0
Entresto (sacubitril and valsartan) interacts with ripretinib,0
Ustekinumab (Ustekinumab) interacts with varicella virus vaccine,1
Trodelvy (sacituzumab govitecan-hziy) interacts with duloxetine,0
Hydromorphone (hydromorphone (oral)) interacts with droperidol,1
Farxiga (dapagliflozin) interacts with ethaverine,1
NAC (acetylcysteine (oral)) interacts with ginger,0
Mefenamic acid (mefenamic acid) interacts with cytomegalovirus immune globulin,1
Vonjo (pacritinib) interacts with triptorelin,1
Eligard (leuprolide) interacts with quizartinib,1
Ezetimibe (ezetimibe) interacts with ibuprofen,0
Cabometyx (cabozantinib) interacts with methadone,1
Cobenfy (xanomeline and trospium chloride) interacts with fenfluramine,0
Diacomit (stiripentol) interacts with fenfluramine,1
Betaseron (interferon beta-1b) interacts with pexidartinib,1
Plan B (levonorgestrel emergency contraceptive) interacts with fedratinib,1
Mavorixafor (mavorixafor) interacts with berotralstat,1
Sprycel (dasatinib) interacts with measles virus vaccine,1
"Afinitor (everolimus) interacts with poliovirus vaccine, live, trivalent",1
Garlic (garlic) interacts with glucagon,0
Luxiq (betamethasone topical) interacts with insulin degludec,1
Ingrezza (valbenazine) interacts with cobicistat,1
Tadalafil (tadalafil) interacts with lonafarnib,1
Clonidine (clonidine (oral)) interacts with felodipine,0
Zyvox (linezolid (oral/injection)) interacts with telotristat ethyl,0
Premarin (conjugated estrogens (oral)) interacts with warfarin (oral),0
Relafen (nabumetone) interacts with nebivolol,0
Metoprolol (metoprolol) interacts with atazanavir,1
Lisinopril (lisinopril) interacts with allopurinol,1
Jornay PM (methylphenidate hydrochloride) interacts with dexfenfluramine,1
Indomethacin (indomethacin (oral)) interacts with Ustekinumab,0
Sucralfate (sucralfate (oral)) interacts with fezolinetant,0
Risedronate (risedronate) interacts with sulfasalazine,0
Entecavir (entecavir) interacts with vancomycin,1
Soliqua 100/33 (insulin glargine and lixisenatide) interacts with clobazam,0
Tecartus (brexucabtagene autoleucel) interacts with ibrutinib,0
Leukeran (chlorambucil) interacts with buprenorphine (oral/buccal),0
Quetiapine (quetiapine) interacts with ceritinib,1
Mavyret (glecaprevir and pibrentasvir) interacts with simvastatin,1
Dexamethasone (dexamethasone (oral)) interacts with ponesimod,1
Topamax (topiramate) interacts with zonisamide,1
Iopamidol (iopamidol) interacts with halobetasol propionate 0.05%,0
Camzyos (mavacamten) interacts with nitroglycerin (sublingual),0
Macrobid (nitrofurantoin) interacts with brexucabtagene autoleucel,0
Fludrocortisone (fludrocortisone) interacts with rivaroxaban,0
Clindamycin (clindamycin) interacts with loratadine,0
Valium (diazepam (oral)) interacts with teriflunomide,0
Alendronate (alendronate) interacts with iron protein succinylate,1
Xyzal (levocetirizine) interacts with naloxone,0
Spesolimab (spesolimab-sbzo) interacts with triptorelin,0
Atogepant interacts with pegcetacoplan,0
Cabometyx (cabozantinib) interacts with azithromycin,0
Janumet XR (metformin and sitagliptin) interacts with acetazolamide,1
Empagliflozin (empagliflozin) interacts with nivolumab,0
Insulin degludec (insulin degludec) interacts with lacosamide (oral/injection),0
Raloxifene (raloxifene) interacts with xanomeline and trospium chloride,0
Letrozole (letrozole) interacts with tolterodine,0
Vimpat (lacosamide (oral/injection)) interacts with ketamine,1
Raloxifene (raloxifene) interacts with sunitinib,0
Mavyret (glecaprevir and pibrentasvir) interacts with mesalamine (oral),0
Ultiva (remifentanil) interacts with phenelzine,1
Insulin Regular (insulin regular) interacts with 5-hydroxytryptophan,0
Hyzaar (hydrochlorothiazide and losartan) interacts with buprenorphine (implant),0
Praluent (alirocumab) interacts with terazosin,0
Captopril (captopril) interacts with lomitapide,1
Doxylamine (doxylamine) interacts with levomethadyl acetate,1
Linzess (linaclotide) interacts with calcium carbonate,0
Jentadueto (linagliptin and metformin) interacts with isosorbide dinitrate,0
Vortioxetine interacts with sipuleucel-T,0
Roflumilast Topical interacts with spironolactone,0
Clonazepam (clonazepam) interacts with oxycodone,1
Dexilant (dexlansoprazole) interacts with phenytoin (oral),0
Euthyrox (levothyroxine) interacts with insulin regular,1
Rapamune (sirolimus) interacts with etrasimod,1
Orladeyo (berotralstat) interacts with adagrasib,1
Indocin (indomethacin (oral)) interacts with dicumarol,1
Zomig (zolmitriptan (oral)) interacts with hydrochlorothiazide and losartan,0
Pradaxa (dabigatran) interacts with celecoxib,1
Kyzatrex (testosterone oral) interacts with insulin aspart,0
Vonjo (pacritinib) interacts with buprenorphine and naloxone (oral/sublingual),0
Colazal (balsalazide) interacts with iopamidol,1
Tamsulosin (tamsulosin) interacts with cabotegravir and rilpivirine,0
Ecotrin (aspirin (oral)) interacts with hydrochlorothiazide and triamterene,0
Venlafaxine (venlafaxine) interacts with pentazocine,1
Spinraza (nusinersen) interacts with glucagon,0
Benlysta (belimumab) interacts with etrasimod,1
Mylotarg (gemtuzumab ozogamicin) interacts with ketoconazole,1
"Jynneos (smallpox and Mpox vaccine, live, non-replicating) interacts with brincidofovir",1
Prilosec (omeprazole) interacts with dopamine (injection),0
Qulipta (atogepant) interacts with darolutamide,1
Potassium Chloride (potassium chloride) interacts with nortriptyline,1
Alunbrig (brigatinib) interacts with trabectedin,0
Tirzepatide interacts with 5-hydroxytryptophan,0
Breyanzi (lisocabtagene maraleucel) interacts with metformin and sitagliptin,0
Azilect (rasagiline) interacts with fluoxetine,1
Aricept (donepezil) interacts with ustekinumab,0
Unisom Sleep Gels (diphenhydramine) interacts with benztropine (oral/injection),0
Neomycin (neomycin) interacts with magnesium sulfate,1
Cymbalta (duloxetine) interacts with escitalopram,1
"Alprolix (Coagulation Factor IX (Recombinant), Fc Fusion Protein) interacts with tiotropium inhalation",0
Eplerenone (eplerenone) interacts with quinidine (oral/injection),0
Soliqua 100/33 (insulin glargine and lixisenatide) interacts with moxifloxacin,1
Reclast (zoledronic acid) interacts with iodixanol,1
Xelpros (latanoprost ophthalmic) interacts with sofosbuvir,0
Senna (senna) interacts with indomethacin (oral),0
Hibiclens (chlorhexidine topical) interacts with deferasirox,0
Hydrochlorothiazide (hydrochlorothiazide) interacts with midazolam,1
Meropenem (meropenem) interacts with mycophenolic acid,1
Jubbonti (denosumab-bbdz) interacts with ritlecitinib,1
Kevzara (sarilumab) interacts with natalizumab,1
Tecvayli (teclistamab-cqyv) interacts with ozanimod,1
Versed (midazolam (oral)) interacts with cobicistat,1
Lutathera (lutetium Lu 177 dotatate) interacts with zoster vaccine live,1
Divalproex sodium (divalproex sodium) interacts with lamotrigine,1
Tazorac (tazarotene topical) interacts with levocetirizine,0
Hydrochlorothiazide and losartan (hydrochlorothiazide and losartan) interacts with celecoxib,0
"Breztri (budesonide, glycopyrrolate, and formoterol fumarate) interacts with dolutegravir and rilpivirine",0
Enhertu (fam-trastuzumab deruxtecan) interacts with quetiapine,0
"Excedrin Migraine (acetaminophen, aspirin, and caffeine) interacts with caplacizumab",1
Zaleplon (zaleplon) interacts with remifentanil,1
Protonix (pantoprazole (oral/injection)) interacts with piperacillin and tazobactam,0
Uzedy (risperidone (injection)) interacts with chloramphenicol,1
Leukeran (chlorambucil) interacts with evolocumab,0
Viagra (sildenafil (oral)) interacts with phenytoin,1
Trimethoprim (trimethoprim) interacts with amiloride,1
Hyoscyamine (hyoscyamine) interacts with cariprazine,0
Lamotrigine (lamotrigine) interacts with propoxyphene,1
Stiolto Respimat (olodaterol and tiotropium) interacts with cyclobenzaprine,0
Nitrofurantoin (nitrofurantoin) interacts with sodium nitrite,1
Restoril (temazepam) interacts with remifentanil,1
MiraLAX (polyethylene glycol 3350) interacts with oxaliplatin,1
Captopril (captopril) interacts with heparin (injection),0
Dopamine Injection (dopamine (injection)) interacts with procarbazine,1
Kytril (granisetron (oral)) interacts with liraglutide,0
Iclusig (ponatinib) interacts with tovorafenib,1
Urispas (flavoxate) interacts with lanreotide,0
Hiprex (methenamine) interacts with perampanel,0
Bismuth subsalicylate (bismuth subsalicylate) interacts with ibuprofen,0
"Symbicort (budesonide and formoterol) interacts with human papillomavirus (HPV) vaccine, 9-valent",0
Bicalutamide (bicalutamide) interacts with semaglutide,0
Nilutamide (nilutamide) interacts with mesoridazine,1
Jardiance (empagliflozin) interacts with diethylpropion,1
Fludrocortisone (fludrocortisone) interacts with ofloxacin,1
Apokyn (apomorphine injection) interacts with diazoxide,1
Inderal (propranolol) interacts with rizatriptan,1
Xopenex HFA (levalbuterol inhalation) interacts with durvalumab,0
Ecotrin (aspirin (oral)) interacts with regorafenib,1
Isosorbide Mononitrate (isosorbide mononitrate) interacts with tizanidine,1
Xopenex (levalbuterol inhalation) interacts with warfarin (oral),0
Inbrija (levodopa inhalation capsules) interacts with procarbazine,1
Wellbutrin SR (bupropion) interacts with remifentanil,1
Austedo (deutetrabenazine) interacts with fluconazole,0
"Urogesic-Blue (hyoscyamine, methenamine, methylene blue, and sodium biphosphate) interacts with acalabrutinib",0
Atomoxetine (atomoxetine) interacts with secukinumab,0
Vimpat (lacosamide (oral/injection)) interacts with sevelamer,0
Invega (paliperidone (oral)) interacts with carbidopa and levodopa enteral,0
Tizanidine (tizanidine) interacts with tramadol,1
Kesimpta (ofatumumab) interacts with teriflunomide,1
Trodelvy (sacituzumab govitecan-hziy) interacts with encorafenib,1
Phenergan (promethazine (oral)) interacts with cladribine (oral),0
Morphine interacts with cannabidiol,1
Kyleena (levonorgestrel intrauterine system) interacts with brigatinib,1
Vitamin D3 (cholecalciferol (vitamin D3)) interacts with flavoxate,0
Prilosec (omeprazole) interacts with folic acid,0
Cabenuva (cabotegravir and rilpivirine) interacts with fosphenytoin,1
Zaleplon (zaleplon) interacts with docusate,0
Narcan (naloxone) interacts with droperidol,1
Terbinafine (terbinafine) interacts with zoledronic acid,0
